"HITId","HITTypeId","Title","Description","Keywords","Reward","CreationTime","MaxAssignments","RequesterAnnotation","AssignmentDurationInSeconds","AutoApprovalDelayInSeconds","Expiration","NumberOfSimilarHITs","LifetimeInSeconds","AssignmentId","WorkerId","AssignmentStatus","AcceptTime","SubmitTime","AutoApprovalTime","ApprovalTime","RejectionTime","RequesterFeedback","WorkTimeInSeconds","LifetimeApprovalRate","Last30DaysApprovalRate","Last7DaysApprovalRate","Input.filename","Input.label","Input.w_prediction","Input.wo_prediction","Input.correct","Input.image_url","Answer.1-e1","Answer.c1","Answer.commentbox","Approve","Reject"
"39XCQ6V3L4UO38533HXSW623BA565E","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3PPTZCWALXAH7O56FHN8GZM4Z6WZQY","A3SHI3LY2Q16OR","Submitted","Mon Nov 27 18:54:44 PST 2023","Mon Nov 27 18:55:15 PST 2023","Thu Nov 30 18:55:15 PST 2023","","","","31","0% (0/0)","0% (0/0)","0% (0/0)","807.png","frog","cat the image is of a cat because it has a long tail pointy ears and a small face.","cat","0","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/807.png","w_yes","1","The image is too blurry to conclude anything."
"3TKSOBLOIR6WY0370I5DA8ONZ72BB5","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3AMYWKA6YICCY28FYZYTUWY9F1I6O7","A3SHI3LY2Q16OR","Submitted","Mon Nov 27 18:55:19 PST 2023","Mon Nov 27 18:55:30 PST 2023","Thu Nov 30 18:55:30 PST 2023","","","","11","0% (0/0)","0% (0/0)","0% (0/0)","925.png","deer","deer the image is of a deer because it has antlers and is in a grassy field.","deer","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/925.png","w_yes","0","{}"
"3TKSOBLOIR6WY0370I5DA8ONZ72BB5","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3PXX5PX6L4OT2AV9K7AJ4H0W4LPBAY","A1DAWBIAI7HHGM","Submitted","Mon Nov 27 18:02:25 PST 2023","Mon Nov 27 18:03:29 PST 2023","Thu Nov 30 18:03:29 PST 2023","","","","64","0% (0/0)","0% (0/0)","0% (0/0)","925.png","deer","deer the image is of a deer because it has antlers and is in a grassy field.","deer","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/925.png","w_no","0","{}"
"31GECDVAAPCKMC5H807XOCG375G66U","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3LEIZ60CDQPBFPOKYFCMU4WFP6SZ9C","A2GYKYN21KH3OO","Submitted","Mon Nov 27 16:03:59 PST 2023","Mon Nov 27 16:04:24 PST 2023","Thu Nov 30 16:04:24 PST 2023","","","","25","0% (0/0)","0% (0/0)","0% (0/0)","521.png","deer","deer the image is of a deer because it has antlers and is in a field with grass.","deer","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/521.png","yes","0","{}"
"31GECDVAAPCKMC5H807XOCG375G66U","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3V5Q80FXI4HZUCWSSZ2YGGJM45K23R","A3SHI3LY2Q16OR","Submitted","Mon Nov 27 18:55:33 PST 2023","Mon Nov 27 18:55:40 PST 2023","Thu Nov 30 18:55:40 PST 2023","","","","7","0% (0/0)","0% (0/0)","0% (0/0)","521.png","deer","deer the image is of a deer because it has antlers and is in a field with grass.","deer","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/521.png","w_yes","0","{}"
"3KI0JD2ZV783QCJMRACPUQGZ2G067T","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3DHE4R9OC310OO8GNE9IZA8V8AQ2G0","A27CURVNUFFYIN","Submitted","Tue Nov 28 04:16:27 PST 2023","Tue Nov 28 04:17:09 PST 2023","Fri Dec 01 04:17:09 PST 2023","","","","42","0% (0/0)","0% (0/0)","0% (0/0)","329.png","horse","horse the image is of a horse because it is an animal with four legs and a mane and long tail.","horse","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/329.png","yes","0","{}"
"31N9JPQXJV88QMVQ30KINERFB9LHNG","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3KXIR214IB6KC8FWSD7HQLBSI5G24C","A3SHI3LY2Q16OR","Submitted","Mon Nov 27 18:55:43 PST 2023","Mon Nov 27 18:55:52 PST 2023","Thu Nov 30 18:55:52 PST 2023","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","969.png","cat","cat the image is of a cat because it has a long tail pointy ears and whiskers.","cat","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/969.png","yes","0","{}"
"39HYCOOPLUBLWO5O53MSJENHERIDM3","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","39U1BHVTDSHTEBQ5BEMUH3SC4IX3TK","A2GYKYN21KH3OO","Submitted","Mon Nov 27 16:05:26 PST 2023","Mon Nov 27 16:05:45 PST 2023","Thu Nov 30 16:05:45 PST 2023","","","","19","0% (0/0)","0% (0/0)","0% (0/0)","293.png","airplane","airplane the image is of an airplane because it has wings and a propeller.","airplane","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/293.png","yes","0","{}"
"36FFXPMSUFEQ87V24FKV23RK1JQHOV","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3KKG4CDWKPOVCS0VDMMW08J6OBR497","A27CURVNUFFYIN","Submitted","Tue Nov 28 04:14:55 PST 2023","Tue Nov 28 04:17:15 PST 2023","Fri Dec 01 04:17:15 PST 2023","","","","140","0% (0/0)","0% (0/0)","0% (0/0)","82.png","deer","deer the image is of a deer because it has antlers and is in a grassy field.","deer","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/82.png","yes","0","{}"
"36FFXPMSUFEQ87V24FKV23RK1JQHOV","3XDD1E7DUYPCPQ8NYNDP8OOQV923PA","UserStudy Group#12 cs6966-UTAH","Verify IDEFICS explanations w/wo explanations.","UserStudy Group#12 cs6966-UTAH","$0.00","Mon Nov 27 11:14:58 PST 2023","30","BatchId:394810;OriginalHitTemplateId:921587278;","3600","259200","Mon Dec 04 11:14:58 PST 2023","","","3RRCEFRB7T2E0LFSB60SREEWCBT4BG","A3SHI3LY2Q16OR","Submitted","Mon Nov 27 18:56:49 PST 2023","Mon Nov 27 18:56:58 PST 2023","Thu Nov 30 18:56:58 PST 2023","","","","9","0% (0/0)","0% (0/0)","0% (0/0)","82.png","deer","deer the image is of a deer because it has antlers and is in a grassy field.","deer","1","https://surveyimages1419615.s3.us-west-1.amazonaws.com/upscaled_images/82.png","w_yes","0","{}"
